Source,Target
POU4F2,SAP30
SMAD3,GSC
JUN,ADH7
CEBPG,SULT2A1
NR3C1,MT1A
CEBPG,S100A9
IRF3,TNFRSF11A
JUNB,RHO
TBX2,TYRP1
TBX2,FN1
TBX2,BAG6
TBX2,GAPDH
TBX2,PDP1
TBX2,THEG
ZBTB16,MAX
ZBTB16,MXD1
ZBTB16,ATXN1
ZBTB16,GSR
JUN,GRIN1
JUNB,GRIN1
NFATC2,FASLG
HOXB7,PRL
TFE3,SGPL1
JUN,MAP2K7
MEF2A,TNNI3
MEF2C,TNNI3
JDP2,TNF
POU3F1,CCDC6
POU3F1,GAL
JUN,IL5RA
NR1D1,APOA1
HIF1A,ALDOA
MEF2C,JCHAIN
SREBF1,FDFT1
MEF2C,GRIN1
MEF2A,CPOX
PPARA,PRL
JUN,THPO
AIRE,NFKBIA
AIRE,CXCL8
JUN,SQSTM1
JUNB,SQSTM1
NFKB1,SQSTM1
SMAD3,ERF
TFE3,ERF
CEBPG,CPS1
ID2,ID1
TBP,CFAP20
TBP,PSMD4
TBP,TAF6
MYC,RCC1
NOBOX,BGLAP
HR,TGFA
ZNF362,FGFR1
SMAD2,RUNX2
TBP,KRAS
NFATC2,EGR3
NFATC2,HP
NFATC2,HSPA9
HMGA1,HLA-DRA
HMGA1,SLC26A3
GATA4,HNF4A
MYC,HLA-B
TBP,SHBG
GABPA,HGS
JUN,KLK2
PHF20,PGK1
PROX1,NES
POU4F2,NOS1
POU4F2,NOS2
HMGA1,HBB
GATA6,TTF1
SMAD3,STAR
NFKB1,ORM1
SREBF2,APOA2
POU1F1,SSTR1
MEF2A,AGTR1
TFAP4,AGT
NRG1,NGF
GABPA,IL16
ARNT,UGT1A6
GABPA,TOMM70
GATA6,APOA1
GFI1,MYC
NR3C1,ATP1B1
NR3C1,VEGFD
NR3C1,GZMA
NR3C1,RLN1
HNF4G,AKR1C4
HOXD8,CDKN2A
IRF8,CYBB
IRF8,IGF1
IRF6,CDKN2A
JUN,NAT1
JUN,CSTA
JUN,NTRK1
JUN,PPARA
PPARA,JUN
SMAD3,POR
MAF,ITGB7
MEF2A,DBH
MYC,ACADM
MYC,ACO2
MYC,ACOX1
MYC,ACP5
MYC,ACP3
MYC,ACTG1
MYC,ACYP2
MYC,ADCY9
MYC,AHSG
MYC,ALDH2
MYC,ALDH9A1
MYC,AMD1
MYC,AMPD2
MYC,AMPD3
MYC,APEX1
MYC,APP
MYC,ARF1
MYC,ARF4
MYC,RHOG
MYC,ARSB
MYC,ASCL2
MYC,ATP1A2
MYC,ATP6V1G2
MYC,AVP
MYC,BCL3
MYC,BLK
MYC,BMP4
MYC,POLR3D
MYC,BRCA2
MYC,ZFP36L1
MYC,CASP8
MYC,CASP9
MYC,CBS
MYC,CCKBR
MYC,CCNB1
MYC,TNFRSF8
MYC,CD63
MYC,CD79B
MYC,CDC25C
MYC,CEACAM5
MYC,CHRNB1
MYC,CLCN6
MYC,CLNS1A
MYC,COL4A1
MYC,CR2
MYC,CRAT
MYC,CST5
MYC,CSTB
MYC,DCK
MYC,ACE
MYC,DDX11
MYC,DKC1
MYC,S1PR1
MYC,EGR3
MYC,EIF4A1
MYC,EIF4B
MYC,EIF4EBP2
MYC,ELK1
MYC,EPB42
MYC,EPHX1
MYC,ESD
MYC,FAH
MYC,FASN
MYC,FECH
MYC,FGF9
MYC,FGFR4
MYC,FPGS
MYC,FXN
MYC,FUT1
MYC,GALT
MYC,GAPDH
MYC,GAS8
MYC,GLA
MYC,GPR4
MYC,CXCL2
MYC,GSK3B
MYC,GSTP1
MYC,GTF2H2
MYC,H2AC7
MYC,HINT1
MYC,MNX1
MYC,HMBS
MYC,HMGN2
MYC,HNRNPA1
MYC,HNRNPA2B1
MYC,HOXD3
MYC,HOXD13
MYC,HSD11B2
MYC,HSPA8
MYC,HSPE1
MYC,ICAM1
MYC,IL11RA
MYC,IL13
MYC,IMPA2
MYC,INSM1
MYC,INSR
MYC,ITGA6
MYC,IRF2
MYC,IRF3
MYC,ISG20
MYC,LAIR1
MYC,LAIR2
MYC,LAMB2
MYC,STMN1
MYC,LBR
MYC,LMNA
MYC,LMX1B
MYC,LTA4H
MYC,LTB
MYC,SMAD7
MYC,MAGEA3
MYC,MAN2A2
MYC,MBD1
MYC,MCM7
MYC,MEIS2
MYC,MEN1
MYC,MET
MYC,METTL1
MYC,MFAP1
MYC,MELTF
MYC,MGST1
MYC,MPO
MYC,MSN
MYC,MST1
MYC,MTHFD1
MYC,MTHFR
MYC,MUC1
MYC,MYCL
MYC,NAP1L1
MYC,NEFM
MYC,NFIL3
MYC,NFKBIL1
MYC,NID1
MYC,NIT1
MYC,NOTCH4
MYC,NRAS
MYC,NTHL1
MYC,NTN3
MYC,OCA2
MYC,SERPINE1
MYC,PDHA1
MYC,PER1
MYC,PEX14
MYC,PHB1
MYC,SLC25A3
MYC,PI3
MYC,PIGF
MYC,PIK3C3
MYC,PKP1
MYC,PLA2G4A
MYC,POLB
MYC,POLD2
MYC,PPAT
MYC,PPID
MYC,PPP1R7
MYC,PTPA
MYC,PRKDC
MYC,KLK10
MYC,PRTN3
MYC,PSAP
MYC,PSEN2
MYC,PSMB1
MYC,PTGER2
MYC,QDPR
MYC,RARB
MYC,RBBP4
MYC,RBM3
MYC,RFC2
MYC,RGS2
MYC,RPL3
MYC,RPL10
MYC,RPL19
MYC,RPL22
MYC,RPL26
MYC,RPL27
MYC,RPL27A
MYC,RPS6
MYC,RPS15
MYC,RPS16
MYC,RPS19
MYC,CCL14
MYC,SIM2
MYC,SLA
MYC,SLC2A4
MYC,SLC4A2
MYC,SLC19A1
MYC,SLIT1
MYC,SMN2
MYC,SNRPB
MYC,SNRPB2
MYC,SNX1
MYC,SPAST
MYC,SRD5A1
MYC,STAT6
MYC,SURF6
MYC,VAMP2
MYC,TCF12
MYC,TGFB1
MYC,TGFB2
MYC,TGFB3
MYC,THBS4
MYC,TOP1
MYC,TPM2
MYC,TXN
MYC,TYMS
MYC,UBA52
MYC,UCP1
MYC,UCP3
MYC,UROD
MYC,WNT10B
MYC,ZFP36
MYC,MKRN4P
MYC,ZNF146
MYC,ZSCAN9
MYC,CSDE1
MYC,IFRD2
MYC,SLBP
MYC,MTERF1
MYC,FOSL1
MYC,FXR1
MYC,AKAP1
MYC,H2BC10
MYC,H4C4
MYC,UXT
MYC,PEX3
MYC,YBX3
MYC,PSMG1
MYC,EIF3C
MYC,CTSF
HDAC3,MYC
MYC,HDAC3
MYC,SQSTM1
MYC,DDX18
MYC,SYNGR2
MYC,SLC28A2
MYC,COX7A2L
MYC,SLC9A3R2
MYC,CRIPT
MYC,NR1D1
MYC,RBM39
MYC,NUP155
MYC,CLINT1
MYC,BZW1
MYC,HERPUD1
MYC,AQR
MYC,TOMM20
MYC,RBM8A
MYC,THRAP3
MYC,HNRNPDL
MYC,CASP8AP2
MYC,PQBP1
MYC,TSFM
MYC,RIDA
MYC,DLEU1
MYC,TCIRG1
MYC,AKR1A1
MYC,NOD1
MYC,PFDN6
MYC,SEC23B
MYC,PAICS
MYC,KLF1
MYC,ZNF234
MYC,POP1
MYC,CLP1
MYC,ATF7
MYC,UBE2C
MYC,CBX3
MYC,EXOSC8
MYC,CCT5
MYC,U2SURP
MYC,SIRT1
SIRT1,MYC
MYC,CBX5
MYC,RPL13A
MYC,ZNF451
MYC,GNL3
MYC,CLUL1
MYC,DMAC2L
MYC,TUBG2
MYC,NXT1
MYC,ALG5
MYC,CXXC1
MYC,GAL
MYC,NOL7
MYC,SFMBT1
MYC,NAT10
MYC,CMAS
MYC,EIF5A2
MYC,SMARCAD1
MYC,PRDM8
MYC,ENTPD7
MYC,ZNF304
MYC,KIAA1586
MYC,GOLPH3
MYC,SFXN3
MYC,SLC25A28
MYC,BCL2L12
MYC,PCBD2
MYC,TMEM126A
MYC,ARFGAP2
MYC,DPY30
MYC,ASB16
MYC,TAF8
MYC,WDR36
MYC,C9orf43
MYC,MUC5B
MYOG,ACACB
NFKB1,CRMP1
NFKB1,IRF7
NFKB1,PIGR
NFKB1,CXCL5
NFKB1,VWF
NFYA,CDKN2A
NFYA,FMR1
NFYA,IGFBP1
NFYB,IGFBP1
POU2F1,CXCR5
POU2F1,CDKN2A
POU2F1,MS4A2
POU2F1,HCRTR2
POU2F1,LCT
POU2F1,VWF
POU4F2,CCND1
RFX5,CR2
RFX5,HLA-F
RXRA,APOA4
RXRA,CXCR5
RXRA,CYP1A1
RXRA,CYP3A4
RXRA,FABP2
RXRA,HSD17B2
RXRA,PLAT
RXRA,RXRA
RXRA,HNF1A
RXRA,GPRC5A
RXRA,NOL7
SATB1,CD8B
SREBF1,CASP7
SREBF2,CASP7
SREBF2,MTTP
SREBF2,LRP1B
TBP,APP
TBP,FN1
TCF3,CR2
TCF3,NFKBIL1
TCF3,SCT
TCF7L2,MYC
TCF7L2,PLAUR
TCF7L2,GLCE
ZEB1,ITGB4
ZEB1,LAMC2
ZEB1,SPRR1B
TEAD1,MSLN
TP73,CCND3
TP73,POLD2
ZNF143,VAMP7
ZNF143,ESCO2
ZXDA,CDKN2A
FOSL1,MMP12
PATZ1,CDKN2A
ZNF384,CDKN2A
ZNF384,COL1A1
ABL1,BAX
ABL1,BCL2
ABL1,CCND2
ABL1,CDKN1A
ABL1,CSF1
ABL1,FOXO3
ABL1,PIM1
AIRE,CHRNA1
ARNT,BHLHE40
ARNT,BRCA1
ARNT,CCNE1
ARNT,CDK2
ARNT,EGLN2
ARNT,ESR1
ARNT,FOS
ARNT,GAD1
ARNT,JUN
ARNT,RELB
ATF6,DDIT3
ATF6,DNAJC3
ATF6,MAFA
ATF6,NR0B2
ATF6,PDX1
ATF6,RTN3
ATF6,SRF
ATF6,STARD4
ATF6,WBP1
BCL6,BCL2L1
BCL6,FCER2
BCL6,HDAC7
BCL6,IRF4
IRF4,BCL6
MYC,BCL6
BCL6,MYC
BCL6,SUMO1
BCL6,XBP1
MYC,CEBPE
CHD4,CD79A
CHD4,RNF8
LYL1,CREB1
CUX1,CR2
CUX1,FTO
DACH1,FOS
DACH1,PELP1
DACH1,TNFSF11
DDX5,IGF2
DLX3,CGA
DMAP1,ATM
DMAP1,BAX
DMAP1,DNMT1
HCFC1,E2F4
MYC,EP300
FHL2,CCND1
FHL2,CDKN1A
FHL2,CDKN1B
FHL2,NFKB1
FHL2,RELA
FOSL1,EZH2
FOSL1,ITGAV
FOSL1,ITGB3
FOSL1,SFTPD
FOXA2,AGR2
FOXA2,CFTR
FOXA2,COL18A1
FOXA2,GFER
FOXA2,NKX2-1
FOXA2,NR5A2
FOXA2,PAX6
FOXA2,SERPINC1
FOXA2,TCF7L2
FOXA2,TFF1
FOXA3,CYP3A7
FOXP2,NKX2-1
FOXP2,SRPX
GABPA,ERBB2
GABPA,RPS3A
GABPA,ZNF205
NFKB1,GATA3
TCF7L2,GATA3
GATA4,FABP2
GATA4,FCGR2B
GATA4,FCGR3B
GATA4,FGF10
GATA4,HDAC9
GATA4,IAPP
GATA4,SGPL1
GATA4,SUMO1
GFI1,NF1
FOXA2,GLI2
HCFC1,E2F1
HCFC1,MMACHC
NFKB1,HDAC1
HDAC3,ALOX5
HDAC3,APOC3
HDAC3,CDH1
HDAC3,CDKN2A
HDAC3,CXCR4
HDAC3,EGFR
HDAC3,GAS2
HDAC3,GATA2
HDAC3,GCM1
HDAC3,GRHL1
HDAC3,GTF2I
HDAC3,IFNA1
HDAC3,JUN
HDAC3,LGALS9
HDAC3,LSS
HDAC3,MBD1
HDAC3,MMP2
HDAC3,PCK2
HDAC3,PRAM1
HDAC3,TLR9
HDAC3,TNF
HDAC3,ULBP1
HDAC3,VEGFA
HEY2,ACTA2
HEY2,GATA4
HEY2,GATA6
HIF1A,AGTR1
HIF1A,AR
HIF1A,ARNT2
HIF1A,ASS1
HIF1A,BID
HIF1A,CDH1
HIF1A,CXCL12
HIF1A,E2F3
HIF1A,ENO1
HIF1A,FAM162A
HIF1A,HBEGF
HIF1A,MICA
HIF1A,MIF
HIF1A,MMP2
HIF1A,MUC3A
HIF1A,NR3C1
HIF1A,PIK3CA
HIF1A,PPARA
HIF1A,PPP1R3C
HIF1A,PTGES
HIF1A,SETD2
HIF1A,SLC29A1
HIF1A,SOCS1
HIF1A,TIMP2
HIF1A,TLR2
HIF1A,TLR6
HIF1A,TWIST2
HIF1A,VEGFB
HIF1A,VIM
HIF1A,WASF3
HIF1A,ZNF217
HLX,PAK1
HMGA1,POU1F1
HMGA1,TP53
HNF4G,AFP
HNF4G,CYP2D6
HOXA7,CDH1
HOXA7,KRT10
HOXA7,TERT
HOXA7,VIM
HOXB7,CCND1
HOXB7,CDKN1B
HOXB7,DAPK1
HOXB7,MMP2
HOXB7,PDGFA
HOXB7,THBS2
HOXB7,VEGFA
HOXB7,WNT5A
HOXC10,HOXB8
HR,OLR1
HSF2,MAP2K4
HSF2,MAPK8
ID2,SNAI1
IRF3,IFNL1
IRF3,IRF5
IRF3,IRF7
IRF3,MAVS
IRF3,PURA
IRF3,TLR3
IRF3,TLR4
IRF3,TNPO1
IRF4,FCER2
IRF4,IRF3
IRF4,MS4A1
IRF6,NR1H4
IRF8,CFLAR
IRF8,IL10
IRF8,TLR4
JUN,ACTA1
JUN,BATF3
JUN,CDK5R1
JUN,CTSL
JUN,DDX21
JUN,ETS2
JUN,EZH2
JUN,FGF7
JUN,HEY1
JUN,ITGB8
JUN,MGP
JUN,NAMPT
JUN,NEFL
JUN,NEIL1
JUN,NFKB2
JUN,NOX5
JUN,PCK2
JUN,PDHA1
JUN,POLD2
JUN,RARB
JUN,RARG
JUN,RUNX2
JUN,SLC19A1
JUN,SMN2
JUN,SOX7
JUN,SPRR3
JUN,TIMP2
JUN,TNFRSF10A
JUN,TP73
JUN,TXN
JUNB,SFTPD
JUNB,SMAD4
KLF2,CCR7
KLF2,FABP5
KLF3,HBG1
LYL1,NFKB1
MAF,GCLC
MEF2A,NRF1
MEF2B,BCL6
MEF2C,CDKL5
MEF2C,CPT1B
MEF2C,MECP2
MEF2C,NR4A1
MEF2C,SOST
MEF2C,VEGFA
MEIS2,IL17RB
MZF1,MYB
MYC,ASS1
MYC,ATF3
MYC,CD33
MYC,CD38
MYC,CDC34
MYC,CDH3
MYC,CHEK1
MYC,CHEK2
MYC,CREBBP
MYC,CYP3A4
MYC,FUT3
MYC,HDAC2
MYC,HLA-A
MYC,HLA-C
MYC,HLA-F
MYC,HLA-G
MYC,IFNA1
MYC,IPO7
MYC,MME
MYC,NFE2
MYC,PGK1
MYC,PRODH
MYC,PTBP1
MYC,SHMT1
MYC,ST3GAL1
MYC,ST3GAL3
MYC,ST3GAL4
MYC,SURF2
MYC,TFAP4
MYC,TLX1
TLX1,MYC
MYC,TNFRSF10B
MYC,TP73
MYC,WRN
MYC,XPO1
MYOG,MYEF2
MZF1,BLMH
NAB1,MSLN
NAB2,BCAR1
NAB2,RBL2
GATA4,NANOG
NFATC2,CD3G
NFE2L2,CAT
NFE2L2,GSTA1
NFE2L2,MTHFR
NFE2L2,UGT2B7
NFKB1,ADORA1
NFKB1,ADORA2A
NFKB1,ADORA3
NFKB1,AKT2
NFKB1,ATF3
NFKB1,B2M
NFKB1,BCL2L11
NFKB1,BDKRB1
NFKB1,BGN
NFKB1,BST1
NFKB1,BTG2
NFKB1,CASP3
NFKB1,CASP9
NFKB1,CCND2
NFKB1,CCR2
NFKB1,CCR3
NFKB1,CCR5
NFKB1,CD3G
NFKB1,CD58
NFKB1,CEACAM1
NFKB1,COL1A1
NFKB1,COL2A1
NFKB1,COL7A1
NFKB1,PTGS1
NFKB1,CYP27B1
NFKB1,CYP2E1
NFKB1,ERAP1
NFKB1,ERAP2
NFKB1,F8
NFKB1,FAF1
NFKB1,FBP1
NFKB1,VEGFD
NFKB1,GKN2
NFKB1,GSK3A
NFKB1,GSK3B
NFKB1,HBEGF
NFKB1,HDAC7
NFKB1,HES1
NFKB1,HLA-F
NFKB1,HYAL1
NFKB1,KDM2A
NFKB1,LIPE
NFKB1,LPL
NFKB1,LTC4S
NFKB1,MADCAM1
NFKB1,MIF
NFKB1,MUC17
NFKB1,MUC6
NFKB1,NCOR1
NFKB1,NCOR2
NFKB1,NOX5
NFKB1,PCYT2
NFKB1,PDE7A
NFKB1,PLIN1
NFKB1,POU2F2
NFKB1,PPIG
NFKB1,PROX1
NFKB1,PSMB10
NFKB1,PSMB9
NFKB1,PTGER4
NFKB1,PTPN6
NFKB1,REPS2
NFKB1,RIPK2
NFKB1,RRM2B
NFKB1,SERPINA3
NFKB1,SFTPA1
NFKB1,SNAI1
NFKB1,TAP1
NFKB1,TAP2
NFKB1,TBP
NFKB1,TBX21
NFKB1,TF
NFKB1,TFPI2
NFKB1,THBD
NFKB1,TLR3
NFKB1,TLR7
NFKB1,TNFRSF10A
NFKB1,TNFSF14
NFKB1,TRIM21
NFYA,CCND2
NFYA,CDKN1B
NFYA,CYP2A6
NFYA,FAS
NFYA,FXR2
NFYA,GADD45A
NFYA,GFI1B
NFYA,HBB
NFYA,HOXB7
NFYA,LPIN1
NFYA,SOX18
NFYA,SOX3
NFYA,STK11
NFYB,ABCB1
NFYB,CCND2
NFYB,CDKN1B
NFYB,FAS
NFYB,FOS
NFYB,FXR2
NFYB,GFI1B
NFYB,HBB
NFYB,HOXB7
NFYB,LPIN1
NFYB,SOX18
NFYB,SOX3
NFYB,STK11
NFYB,TPH1
NR3C1,ATF2
NR3C1,BAD
NR3C1,BAX
NR3C1,CCND3
NR3C1,CDK4
NR3C1,CDK6
NR3C1,CSF1R
NR3C1,ELK1
NR3C1,ETS1
NR3C1,MUC4
NR3C1,NFKB1
NR3C1,PNRC1
NR3C1,PPIG
NR3C1,RPS6KA3
NR3C1,SPP1
NR3C1,SRF
NR3C1,STAT1
ONECUT1,MITF
ONECUT1,PROC
POU1F1,BDKRB1
POU1F1,CGA
POU1F1,GH2
POU1F1,INSM1
POU2F1,AR
POU2F1,BDKRB1
POU2F1,GATA1
POU2F1,GCM1
POU2F1,GNRH1
POU2F1,ID1
POU2F1,IL2RA
POU2F1,LGALS4
POU2F1,MAD2L1
POU2F1,PLAU
POU2F1,POU2AF1
POU2F1,RRM2B
POU2F1,SDC4
POU2F1,SNAI2
POU2F1,SNAPC1
POU2F1,ST6GAL1
POU2F1,TK1
POU2F1,TWIST1
POU2F1,TXNRD1
POU3F1,GNRH1
POU4F2,HSP90AA1
POU5F1,DDC
POU5F1,DLX5
POU5F1,EOMES
POU5F1,GADD45A
POU5F1,GATA6
POU5F1,HLX
POU5F1,ID2
POU5F1,ITGA6
POU5F1,L1TD1
POU5F1,SEMA6A
POU5F1,TBXT
POU5F1,TBX18
PPARA,ACADL
PPARA,APOB
PPARA,APOBR
PPARA,CETP
PPARA,CGB8
PPARA,IL6R
PPARA,MMP9
PPARA,SLC9A1
PPARA,SOD2
PPARA,SREBF2
PPARA,STAT5A
PPARA,SULT2A1
PPARA,TUBA1B
PPARA,UGT1A9
PPARG,ACAT1
PPARG,AGER
PPARG,APOB
PPARG,APOBR
PPARG,BAD
PPARG,BCL2L1
PPARG,BRS3
PPARG,CCNE1
PPARG,CD83
PPARG,CFLAR
PPARG,CLDN2
PPARG,CPT1B
PPARG,CSF1
PPARG,DEFB103B
PPARG,ERO1A
PPARG,GDF15
PPARG,ICAM1
PPARG,JAG1
PPARG,NOTCH4
PPARG,PDK2
PPARG,POU2F1
PPARG,SLC5A5
PPARG,SOCS7
PPARG,TNFRSF11B
PPARG,TSHR
PPARG,UGT1A9
PROX1,NR1I2
PROX1,NR5A2
PROX1,RGS4
PROX1,SIX3
PPARG,RB1
RFX5,HDAC2
RFX5,HLA-DMA
RFX5,HLA-DMB
RFX5,HLA-DOA
RFX5,HLA-DOB
RFX5,HLA-DPA1
RFX5,HLA-DPB1
RFX5,HLA-DQA1
RFX5,HLA-DQA2
RFX5,HLA-DQB1
RFX5,HLA-DQB2
RFX5,HLA-DRA
RFX5,HLA-DRB1
RFX5,HLA-DRB3
RFX5,HLA-DRB4
RFX5,HLA-DRB5
RREB1,SLC39A3
RUNX1,BAALC
RUNX1,BPI
RUNX1,CCND2
RUNX1,GP1BA
RUNX1,ITGB2
RUNX1,JUN
RUNX1,MAD2L1
RUNX1,MECOM
RUNX1,MPO
RUNX1,MYH10
RUNX1,NFKB1
RUNX1,PIK3CD
RUNX1,SYMPK
RUNX2,AR
RUNX2,ELANE
RUNX2,MMP2
RUNX2,PLAU
RUNX2,PTH
RUNX2,SNAI3
RUNX2,TWIST1
TWIST1,RUNX2
RUNX2,VEGFC
RXRA,ABCA1
RXRA,ABCC3
RXRA,CGB8
RXRA,CPT1B
RXRA,GNRH2
RXRA,IL2RA
RXRA,IL2RB
RXRA,IL2RG
RXRA,SERPINC1
RXRA,THBD
RXRA,TLR10
SALL4,CDH1
SALL4,SALL4
SALL4,ZEB1
SATB1,CDK4
SATB1,HDAC1
SATB1,IL2RA
SATB1,MKI67
SATB1,SPI1
SIRT1,ABCB1
SIRT1,ACAN
SIRT1,ADAMTS5
SIRT1,CCAR2
SIRT1,CCND1
SIRT1,CDH1
SIRT1,CDKN1A
SIRT1,CFH
SIRT1,CFLAR
SIRT1,COL10A1
SIRT1,COL1A2
SIRT1,CTNNB1
SIRT1,DLL4
SIRT1,EGLN1
SIRT1,ESRRG
SIRT1,EZH2
SIRT1,FOXP3
SIRT1,HBE1
SIRT1,HIF1A
SIRT1,HSF1
SIRT1,HSPA4
SIRT1,HYOU1
SIRT1,ICAM1
SIRT1,IL1B
SIRT1,LIN28A
SIRT1,MCL1
SIRT1,MMP9
SIRT1,NBN
SIRT1,NDRG1
SIRT1,NOTCH1
SIRT1,NQO1
SIRT1,PAX6
SIRT1,PER1
SIRT1,SELE
SIRT1,SHC1
SIRT1,TBX3
SIRT1,TERT
SIRT1,TNF
SIRT1,TNFRSF10B
SIRT1,TP73
SIRT1,WRN
SIRT1,XPC
SIX1,VEGFC
SMAD2,AHR
SMAD2,BCL2
SMAD2,GLI1
SMAD3,AHR
SMAD3,COL7A1
SMAD3,FSTL3
SMAD3,MXD1
SMAD3,VDR
SMAD3,ZFP36
SMARCB1,CD44
SMARCB1,CDKN2A
SNW1,HES1
SNW1,RARB
SOX6,CCNA2
SOX6,CDK4
SOX6,CDKN1A
SOX6,CTNNB1
SOX6,TP53
SREBF1,AR
SREBF1,BCL2L1
SREBF1,FAS
SREBF1,THRSP
SREBF2,ABCG5
SREBF2,ABCG8
SREBF2,FABP6
SREBF2,FAS
SREBF2,LIPC
TBP,E2F1
TBP,FUS
TBP,IGFBP4
TBP,IL6
TBP,PPBP
TBX20,FGF10
TCF3,AICDA
TCF3,BBC3
TCF3,CDK6
TCF3,IL5RA
MYC,TCF3
TCF3,MYC
TCF3,RAG1
TCF7,SNAI2
TCF7L2,ABCB1
TCF7L2,BIRC5
TCF7L2,CTNNB1
TCF7L2,HECA
TCF7L2,WWC1
TCF7L2,PTGS2
TCF7L2,SNAI2
TCF7L2,STARD7
TCF7L2,STAT3
TEAD1,ATP6V0A2
TEAD1,PAX3
TEAD1,SRF
TEF,DBP
TEF,NPPB
TFAP4,CLCN5
TFAP4,MUC4
TFEB,TYR
TFEB,TYRP1
TLE3,RUNX1
TLX1,NR4A3
TP73,CABLES1
TRIB3,SMAD3
TRIM25,RIGI
TWIST1,AKR1C2
TWIST1,ATM
TWIST1,BCL2
TWIST1,CD44
TWIST1,CDH2
TWIST1,CTPS1
TWIST1,DNM3
TWIST1,ERBB3
TWIST1,F2R
TWIST1,FN1
TWIST1,FOS
TWIST1,GDF15
TWIST1,ICAM1
TWIST1,ILK
TWIST1,ITGB1
TWIST1,MAPK1
TWIST1,MAPK3
TWIST1,MMP1
TWIST1,MMP2
TWIST1,MYB
TWIST1,NF1
TWIST1,NR2F1
TWIST1,PFDN4
TWIST1,RAP1A
TWIST1,RBL2
TWIST1,SRPX
TWIST1,TIMP1
VHL,ANGPT2
VHL,AR
VHL,CA12
VHL,CA9
VHL,CCND1
VHL,CDKN1B
VHL,CDKN1C
VHL,COL4A2
VHL,CXCR4
VHL,DAB2
VHL,IGF1R
VHL,KLF10
VHL,NMU
VHL,SPARC
VHL,CENPX
VHL,TCF4
VHL,TFRC
VHL,VEGFA
XPC,CASP2
XPC,CPD
XPC,KIN
XPC,RNF111
ZBTB16,BCL2
ZBTB16,BID
ZBTB16,CEBPA
ZBTB16,LEF1
ZBTB16,SOX9
ZEB1,COL4A3
ZEB1,CXADR
ZEB1,POU5F1
ZHX2,HNF1A
ZIC1,BCL2L13
ZIC1,EIF3M
ZIC1,TLCD3A
ZIC1,JUND
ZNF143,PCYT1A
JUN,ZNF382
ZNF76,PCYT1A
SREBF2,ACSL1
SREBF2,ACSS2
SREBF2,CETP
SREBF2,CYP4F2
SREBF2,CYP8B1
SREBF2,EBP
SREBF2,FASN
SREBF2,G6PD
SREBF2,INSIG1
SREBF2,ME1
SREBF2,MVK
SREBF2,PCK1
SREBF2,PCYT1A
SREBF2,PCYT2
SREBF2,PTGS2
SREBF1,SREBF2
SREBF2,SREBF1
SREBF2,SREBF2
SREBF2,STAR
SREBF2,STARD4
SREBF2,THRSP
SREBF2,TM7SF2
SREBF2,PMVK
FOXA2,ABCA3
FOXA2,AFP
GATA6,ABCA3
GATA6,LCT
GATA6,MAFK
SREBF1,ACAT2
SREBF1,ACSL1
SREBF1,ACSS2
SREBF1,CDKN1A
SREBF1,CIDEA
SREBF1,CYP4F2
SREBF1,CYP8B1
SREBF1,DHCR7
SREBF1,FADS1
SREBF1,G6PD
SREBF1,GLYAT
SREBF1,HDLBP
SREBF1,HMGCS1
SREBF1,INSIG1
SREBF1,ME1
SREBF1,MTTP
SREBF1,PCYT1A
SREBF1,PCYT2
SREBF1,PIK3R3
SREBF1,PKLR
SREBF1,SLC25A1
SREBF1,SQLE
SREBF1,SV2A
SREBF1,GPX3
HIF1A,APH1A
HIF1A,DLL4
HIF1A,MDK
HIF1A,PFKL
HIF1A,BHLHE40
HIF1A,TFF3
NFKB1,AKR1B1
NFKB1,COL10A1
NFKB1,CXCL3
NFKB1,HTR1A
NFKB1,IRF8
NFKB1,MYB
NFKB1,NPY1R
TCF7L2,AKT1
TCF7L2,AMHR2
TCF7L2,APCDD1
TCF7L2,AXIN2
TCF7L2,BAMBI
TCF7L2,BCL2
TCF7L2,BCL2L2
TCF7L2,BIRC7
TCF7L2,BOK
TCF7L2,CAPN2
TCF7L2,CASP3
TCF7L2,CASP7
TCF7L2,CCL2
TCF7L2,CD44
TCF7L2,CCN2
TCF7L2,CYCS
TCF7L2,CYP26A1
TCF7L2,DAPK2
TCF7L2,DKK1
TCF7L2,EDN1
TCF7L2,ENC1
TCF7L2,EPCAM
TCF7L2,FGF18
TCF7L2,FST
TCF7L2,GLI2
TCF7L2,IGFBP6
TCF7L2,CXCL8
TCF7L2,INHA
TCF7L2,KRT1
TCF7L2,LEF1
TCF7L2,MAP3K6
TCF7L2,MMP1
TCF7L2,MMP26
TCF7L2,MMP7
TCF7L2,MXD1
TCF7L2,MYBL2
TCF7L2,MYH2
TCF7L2,MYOD1
TCF7L2,NAIP
TCF7L2,NOS2
TCF7L2,NOTUM
TCF7L2,NTSR1
TCF7L2,PTTG1
TCF7L2,SGK1
TCF7L2,SMC3
TCF7L2,SP5
TCF7L2,SRSF3
TCF7L2,TBXT
TCF7L2,TAGLN
TCF7L2,TCF7
TCF7L2,TNFRSF11B
TCF7L2,UBE2B
TCF7L2,VCAN
TCF7L2,VIM
PPARA,ELOVL5
PPARA,ELOVL6
PPARA,FADS1
PPARA,MYL2
MYC,ABI2
MYC,ACSL4
MYC,CRYBG1
MYC,AIMP2
MYC,BRD2
MYC,C1QBP
MYC,CCT3
MYC,CCT6A
